asset_code,serial_number,brand,model,asset_type,category,purchase_date,purchase_price,invoice_number,invoice_date,invoice_url,vendor_name_manual,warranty_months,warranty_expiry,condition,status,capacity_value,capacity_unit,apartment_code,notes
VH-WH-B34-0002,19070038603497,Venus,3P30,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,3 lites / 3000 W/230v,null,null,null
VH-AC-B41-0001,null,Voltas,4502515/2019,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-AC-B41-0002,null,Voltas,4502515/2019,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-AC-B41-0003,null,Voltas,4502515/2019,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-AC-B41-0004,null,Voltas,4502515/2019,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-B41-0001,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-B41-0002,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-B41-0001,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-B41-0002,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-B41-0003,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-B41-0004,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-B41-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-B41-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-B41-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-B41-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-B41-0006,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-B41-0007,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-B41-0001,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-B41-0002,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-B41-0003,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-B41-0004,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-B41-0005,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-B41-0006,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-DT-B41-0001,null,null,null,Dining Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-B41-0001,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-B41-0002,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-B41-0003,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-B41-0004,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-IS-B41-0001,BB03KC1376A4082,Impex,OMEGA H2A,Induction Stove,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-B41-0001,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-B41-0002,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-B41-0003,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-MA-B41-0004,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-B41-0005,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-MA-B41-0006,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MW-B41-0001,247PULCTEU02501,Panasonic,NN-ST26JMFDG,Microwave Oven,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-RF-B41-0001,null,Samsung,RR20N1Y1ZSE/HL/2019,Refrigerator,Appliances,null,null,null,null,null,null,null,null,good,allocated,182 Liters,null,null,null
VH-SS-B41-0001,null,null,null,Shoe Stand,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-B41-0001,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-B41-0002,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-B41-0003,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-B41-0004,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-WM-B41-0001,03wh5pbm504084t,Samsung,wa60m4100hy 01,Washing Machine,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-WH-B41-0001,19020038613736,Venus,3P30,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,3 lites / 3000 W/230v,null,null,null
VH-WH-B41-0002,19020038613735,Venus,3P30,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,3 lites / 3000 W/230v,null,null,null
VH-WH-B41-0003,19023033513737,Venus,3P30,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,3 lites / 3000 W/230v,null,null,null
VH-AC-B42-0001,null,Vestar,VASKR123X5H/2018,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-AC-B42-0002,SE190029500,Hitachi,RSG312HCDOBW,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-AC-B42-0003,null,Vestar,VASKR123X5H/2018,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-B42-0001,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-B42-0002,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-B42-0003,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-B42-0004,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-B42-0005,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-B42-0001,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-B42-0002,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-B42-0003,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-B42-0004,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-B42-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-B42-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-B42-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-B42-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-B42-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-B42-0001,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-B42-0002,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-B42-0003,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-B42-0004,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-B42-0005,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-DT-B42-0001,null,null,null,Dining Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-B42-0001,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-B42-0002,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-B42-0003,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-B42-0004,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-IS-B42-0001,E201012256971,Bajaj,MAJESTY SLIM,Induction Stove,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-B42-0001,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-B42-0002,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-B42-0003,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-MA-B42-0004,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-MA-B42-0005,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MW-B42-0001,0CDM7WDW200588L,Samsung,MG23A3515AK/TL,Microwave Oven,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-RF-B42-0001,null,Croma,CRAR0216/2019,Refrigerator,Appliances,null,null,null,null,null,null,null,null,good,allocated,182-Litre,null,null,null
VH-SS-B42-0001,null,null,null,Shoe Stand,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-SF-B42-0001,null,null,null,Sofa,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-B42-0001,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-B42-0002,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-B42-0003,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-TV-B42-0001,null,null,null,TV,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-WM-B42-0001,03WH5PBMA03639W,Samsung,WA60M4100HY 01,Washing Machine,Appliances,null,null,null,null,null,null,null,null,good,allocated,6kG,null,null,null
VH-WH-B42-0001,18090038608132,Venus,3P30,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,3 lites / 3000 W/230v,null,null,null
VH-WH-B42-0002,18090038608134,Venus,3P30,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,3 lites / 3000 W/230v,null,null,null
VH-AC-B43-0001,A2551R03146,Vestar,VASKR123X5H,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-AC-B43-0002,SE190O29475,Hitachi,RSG312HCD0BW,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-AC-B43-0003,500785439243000000,Camiro,Campt-12C,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-B43-0001,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-B43-0002,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-B43-0003,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-B43-0004,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-B43-0005,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-B43-0001,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-B43-0002,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-B43-0003,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-B43-0004,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-B43-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-B43-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-B43-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-B43-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-B43-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-B43-0001,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-B43-0002,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-B43-0003,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-B43-0004,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-B43-0005,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-DT-B43-0001,null,null,null,Dining Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-B43-0001,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-B43-0002,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-B43-0003,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-B43-0004,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-IS-B43-0001,E201072115834,Bajaj,Majesty Slim,Induction Stove,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-B43-0001,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-MA-B43-0002,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-B43-0003,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-B43-0004,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-MA-B43-0005,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-MW-B43-0001,5008180815020540,IFB,17PM-MEC1,Microwave Oven,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-RF-B43-0001,null,Haier,HRD-1703/2018,Refrigerator,Appliances,null,null,null,null,null,null,null,null,good,allocated,163-L,null,null,null
VH-SS-B43-0001,null,null,null,Shoe Stand,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-SF-B43-0001,null,null,null,Sofa,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-B43-0001,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-B43-0002,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-B43-0003,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-WM-B43-0001,03WH5PBM504084T,Samsung,WA60M4100HY 01,Washing Machine,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-WH-B43-0001,18090038608136,Venus,3P30,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,3 lites / 3000 W/230v,null,null,null
VH-WH-B43-0002,18090038608137,Venus,3P30,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,3 lites / 3000 W/230v,null,null,null
VH-AC-B44-0001,null,Vestar,VASKR123X5H/2018,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-AC-B44-0002,A2551R03192,Vestar,VASKR123X5H,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-AC-B44-0003,A2551R03272,Vestar,VASKR123X5H,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-B44-0001,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-B44-0002,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-B44-0003,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-B44-0004,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-B44-0005,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-B44-0001,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-B44-0002,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-B44-0003,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-B44-0004,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-B44-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-B44-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-B44-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-B44-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-B44-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-B44-0001,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-B44-0002,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-B44-0003,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-B44-0004,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-B44-0005,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-DT-B44-0001,null,null,null,Dining Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-B44-0001,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-B44-0002,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-B44-0003,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-B44-0004,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-IS-B44-0001,GCISB11918R1,Green chef,SPECTRA+,Induction Stove,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-B44-0001,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-MA-B44-0002,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-B44-0003,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-B44-0004,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-MA-B44-0005,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-MW-B44-0001,0BFE7WDM502886T,Samsung,MS23K3513AK/TL,Microwave Oven,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-RF-B44-0001,null,Haier,HRD-1703/2018,Refrigerator,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-SS-B44-0001,null,null,null,Shoe Stand,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-SF-B44-0001,null,null,null,Sofa,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-B44-0001,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-B44-0002,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-B44-0003,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-TV-B44-0001,null,null,null,TV,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-WM-B44-0001,T62CGD#18FH2#004492,Onida,CRYSTAL,Washing Machine,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-WH-B44-0001,18090038608133,Venus,3P30,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,3 lites / 3000 W/230v,null,null,null
VH-WH-B44-0002,18090038608135,Venus,3P30,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,3 lites / 3000 W/230v,null,null,null
VH-AC-C11-0001,null,Voltas,4502515/2019,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-AC-C11-0002,null,Voltas,4502515/2019,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-AC-C11-0003,1552355A19D01065,Voltas,Voltas EU 123 DZY,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-C11-0001,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-C11-0002,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-C11-0001,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-C11-0002,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-C11-0003,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-C11-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-C11-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-C11-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-C11-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-C11-0001,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-C11-0002,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-C11-0003,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-C11-0004,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-C11-0005,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-DT-C11-0001,null,null,null,Dining Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-C11-0001,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-C11-0002,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-C11-0003,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-C11-0004,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-C11-0001,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-C11-0002,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-C11-0003,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-C11-0004,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-MA-C11-0005,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-MW-C11-0001,0BFE7WRMC00450Z,null,MS23K3513AK/TL December 2019,Microwave Oven,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-RF-C11-0001,Not Available,null,null,Refrigerator,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-SS-C11-0001,null,null,null,Shoe Stand,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-SF-C11-0001,null,null,null,Sofa,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-C11-0001,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-C11-0002,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-C11-0003,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-WM-C11-0001,03WH5PBM605564L,Samsung,WA60M4100HY/TL 01,Washing Machine,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-WH-C11-0001,19020038613682,Venus,3P30,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,3 lites / 3000 W/230v,null,null,null
VH-WH-C11-0002,19070038513678,Venus,3P30,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,3 lites / 3000 W/230v,null,null,null
VH-AC-C12-0001,3405956160185270009856,Vestar,null,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-AC-C12-0002,IAF251524584,Whirlppol,1.0 ton MFCL 3S COPR-P,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
